Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: DAPI mean	Nucleus: DAPI sum	Nucleus: DAPI std dev	Nucleus: DAPI max	Nucleus: DAPI min	Nucleus: DAPI range	Nucleus: Opal 480 mean	Nucleus: Opal 480 sum	Nucleus: Opal 480 std dev	Nucleus: Opal 480 max	Nucleus: Opal 480 min	Nucleus: Opal 480 range	Nucleus: Opal 520 mean	Nucleus: Opal 520 sum	Nucleus: Opal 520 std dev	Nucleus: Opal 520 max	Nucleus: Opal 520 min	Nucleus: Opal 520 range	Nucleus: Opal 540 mean	Nucleus: Opal 540 sum	Nucleus: Opal 540 std dev	Nucleus: Opal 540 max	Nucleus: Opal 540 min	Nucleus: Opal 540 range	Nucleus: Opal 570 mean	Nucleus: Opal 570 sum	Nucleus: Opal 570 std dev	Nucleus: Opal 570 max	Nucleus: Opal 570 min	Nucleus: Opal 570 range	Nucleus: Opal 620 mean	Nucleus: Opal 620 sum	Nucleus: Opal 620 std dev	Nucleus: Opal 620 max	Nucleus: Opal 620 min	Nucleus: Opal 620 range	Nucleus: Opal 650 mean	Nucleus: Opal 650 sum	Nucleus: Opal 650 std dev	Nucleus: Opal 650 max	Nucleus: Opal 650 min	Nucleus: Opal 650 range	Nucleus: Opal 690 mean	Nucleus: Opal 690 sum	Nucleus: Opal 690 std dev	Nucleus: Opal 690 max	Nucleus: Opal 690 min	Nucleus: Opal 690 range	Nucleus: Opal 780 mean	Nucleus: Opal 780 sum	Nucleus: Opal 780 std dev	Nucleus: Opal 780 max	Nucleus: Opal 780 min	Nucleus: Opal 780 range	Nucleus: Autoflourescence mean	Nucleus: Autoflourescence sum	Nucleus: Autoflourescence std dev	Nucleus: Autoflourescence max	Nucleus: Autoflourescence min	Nucleus: Autoflourescence range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: DAPI mean	Cell: DAPI std dev	Cell: DAPI max	Cell: DAPI min	Cell: Opal 480 mean	Cell: Opal 480 std dev	Cell: Opal 480 max	Cell: Opal 480 min	Cell: Opal 520 mean	Cell: Opal 520 std dev	Cell: Opal 520 max	Cell: Opal 520 min	Cell: Opal 540 mean	Cell: Opal 540 std dev	Cell: Opal 540 max	Cell: Opal 540 min	Cell: Opal 570 mean	Cell: Opal 570 std dev	Cell: Opal 570 max	Cell: Opal 570 min	Cell: Opal 620 mean	Cell: Opal 620 std dev	Cell: Opal 620 max	Cell: Opal 620 min	Cell: Opal 650 mean	Cell: Opal 650 std dev	Cell: Opal 650 max	Cell: Opal 650 min	Cell: Opal 690 mean	Cell: Opal 690 std dev	Cell: Opal 690 max	Cell: Opal 690 min	Cell: Opal 780 mean	Cell: Opal 780 std dev	Cell: Opal 780 max	Cell: Opal 780 min	Cell: Autoflourescence mean	Cell: Autoflourescence std dev	Cell: Autoflourescence max	Cell: Autoflourescence min	Cytoplasm: DAPI mean	Cytoplasm: DAPI std dev	Cytoplasm: DAPI max	Cytoplasm: DAPI min	Cytoplasm: Opal 480 mean	Cytoplasm: Opal 480 std dev	Cytoplasm: Opal 480 max	Cytoplasm: Opal 480 min	Cytoplasm: Opal 520 mean	Cytoplasm: Opal 520 std dev	Cytoplasm: Opal 520 max	Cytoplasm: Opal 520 min	Cytoplasm: Opal 540 mean	Cytoplasm: Opal 540 std dev	Cytoplasm: Opal 540 max	Cytoplasm: Opal 540 min	Cytoplasm: Opal 570 mean	Cytoplasm: Opal 570 std dev	Cytoplasm: Opal 570 max	Cytoplasm: Opal 570 min	Cytoplasm: Opal 620 mean	Cytoplasm: Opal 620 std dev	Cytoplasm: Opal 620 max	Cytoplasm: Opal 620 min	Cytoplasm: Opal 650 mean	Cytoplasm: Opal 650 std dev	Cytoplasm: Opal 650 max	Cytoplasm: Opal 650 min	Cytoplasm: Opal 690 mean	Cytoplasm: Opal 690 std dev	Cytoplasm: Opal 690 max	Cytoplasm: Opal 690 min	Cytoplasm: Opal 780 mean	Cytoplasm: Opal 780 std dev	Cytoplasm: Opal 780 max	Cytoplasm: Opal 780 min	Cytoplasm: Autoflourescence mean	Cytoplasm: Autoflourescence std dev	Cytoplasm: Autoflourescence max	Cytoplasm: Autoflourescence min	Nucleus/Cell area ratio	Distance to detection with Glioma µm	Distance to detection with PVC µm	Distance to detection with Endothelial µm	Distance to detection with Astrocyte µm	Distance to detection with Negative µm	Distance to detection with TAMM µm	Distance to detection with Oligodendrocyte µm	Delaunay: Num neighbors	Delaunay: Mean distance	Delaunay: Median distance	Delaunay: Max distance	Delaunay: Min distance	Delaunay: Mean triangle area	Delaunay: Max triangle area
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	1209ef3d-8bc5-4787-ad70-ca5404fffc17	Glioma	Glioma	PathAnnotationObject	Polygon	1024	1312.2	16.5	14.6933	0.9604	5.3078	4.1756	0.4842	5.7612	397.5254	1.6561	9.1866	2.171	7.0156	0	0	0	0	0	0	0	0	0	0	0	0	1.6839	116.1867	1.3395	3.9816	0	3.9816	1.9356	133.5555	0.414	3.3681	1.2434	2.1247	1.9129	131.9873	0.4185	3.4366	1.1396	2.297	17.4532	1204.2693	2.1151	20.939	11.8439	9.0952	0.3658	25.2409	0.3161	1.3418	0.0009	1.341	0.6866	47.3778	0.1111	0.8881	0.4506	0.4375	15.2081	1049.3579	1.7648	19.1231	11.2791	7.844	51.25	26.7536	0.8998	9.8308	6.8354	0.6704	2.4715	2.7962	9.1866	0	0.0924	0.3775	2.5601	0	0.0316	0.1012	0.5998	0	2.1043	1.3921	6.5519	0	1.7077	0.3917	3.3681	0.5894	1.9541	0.3745	3.4958	1.1396	14.8817	3.0645	21.0441	8.9901	0.3245	0.2656	1.3418	0.0009	0.6911	0.0822	0.8881	0.4506	14.3249	2.1049	20.2849	10.3633	0.8266	1.4897	8.9474	0	0.1386	0.4558	2.5601	0	0.0474	0.121	0.5998	0	2.3146	1.3747	6.5519	0	1.5938	0.3263	2.5112	0.5894	1.9747	0.3502	3.4958	1.3383	13.5959	2.6276	21.0441	8.9901	0.3039	0.2349	0.9786	0.0012	0.6933	0.0635	0.853	0.5546	13.8833	2.1277	20.2849	10.3633	0.3069	0	85.0335	55.8951	29.4899	5.8626	73.9691	63.3261	5	14.1803	12.1661	24.4746	5.8659	95.8939	209.7539
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	87068545-7210-434c-91f7-124419ebbd10	Glioma	Glioma	PathAnnotationObject	Polygon	842.61	1313	33.5	24.1303	0.723	8.3275	6.1372	0.6903	6.238	860.8425	2.3066	13.9528	2.9959	10.9568	0.0004	0.0501	0.0033	0.037	0	0.037	0.0988	13.6366	0.1445	0.6795	0	0.6795	1.9153	264.3134	1.4526	6.5755	0	6.5755	1.8029	248.8025	0.3297	2.761	0.9466	1.8144	1.408	194.3048	0.3688	2.6711	0.7496	1.9215	14.4583	1995.2439	1.933	18.8293	8.8369	9.9923	0.1389	19.1672	0.191	0.8608	0	0.8608	0.6173	85.1833	0.1294	0.9403	0.36	0.5803	13.8458	1910.7136	2.2124	21.5188	10.1834	11.3354	94.5	38.2767	0.8105	12.8465	10.1611	0.6609	2.8095	3.1698	13.9528	0	0.0738	0.3321	2.3709	0	0.2304	0.2546	0.9895	0	2.4034	1.3594	7.1793	0	1.8747	0.3838	3.1871	0.9466	1.5871	0.4467	2.9598	0.7135	13.8669	2.2823	18.9711	8.5384	0.1086	0.1573	0.8608	0	0.678	0.1283	0.9533	0.36	13.7172	2.6348	22.6561	8.78	0.8381	1.4523	5.62	0	0.1161	0.4112	2.3709	0	0.3061	0.273	0.9895	0	2.684	1.2202	7.1793	0	1.9159	0.4066	3.1871	1.0437	1.6901	0.4557	2.9598	0.7135	13.5268	2.3994	18.9711	8.5384	0.0912	0.1316	0.7256	0	0.7129	0.114	0.9533	0.3789	13.6433	2.8513	22.6561	8.78	0.3453	0	15.309	41.4593	8.0806	18.1225	30.4427	57.7655	7	19.06	18.1195	30.436	8.0726	123.117	270.5273
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	9879c461-a9f9-4aac-94eb-58e13b3eb46f	Glioma	Glioma	PathAnnotationObject	Polygon	869.2	1313.5	46.75	25.0419	0.9368	8.1259	7.4968	0.2778	8.0677	1532.8677	2.8116	18.114	3.4704	14.6436	0.015	2.8448	0.1069	1.0617	0	1.0617	0.1248	23.7036	0.174	0.7645	0	0.7645	2.6785	508.9093	1.3542	5.7546	0	5.7546	1.7237	327.5077	0.3735	3.0557	0.7596	2.2961	1.6549	314.4231	0.3232	2.5731	1.0212	1.5519	14.3075	2718.4233	1.574	18.4241	9.8852	8.539	0.0874	16.6074	0.1071	0.5526	0	0.5526	0.6554	124.5305	0.2058	1.0699	0.3135	0.7565	14.2209	2701.9695	2.2497	23.2076	10.7947	12.4129	106.75	37.103	0.9744	12.4663	10.8422	0.4406	4.0931	4.109	18.114	0	0.1341	0.4531	2.8666	0	0.2146	0.2195	1.0126	0	3.0354	1.3316	6.0574	0	1.6951	0.3924	3.0557	0.6112	1.7208	0.3848	2.8113	0.3826	12.9031	2.8217	18.6029	2.8503	0.0794	0.0964	0.5526	0	0.6693	0.2037	1.1421	0.1934	13.6229	2.9981	23.7706	4.2004	0.9596	1.2878	4.8158	0	0.2281	0.5819	2.8666	0	0.2853	0.2259	1.0126	0	3.3167	1.2459	6.0574	0.3555	1.6725	0.406	2.8196	0.6112	1.7727	0.4206	2.8113	0.3826	11.7959	3.0858	18.6029	2.8503	0.073	0.0868	0.4578	0	0.6802	0.2018	1.1421	0.1934	13.1514	3.4077	23.7706	4.2004	0.4288	0.01	37.6498	63.7214	8.8483	28.6265	13.7506	55.454	4	16.2445	14.9713	26.1892	8.8462	107.7098	179.6106
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	cf7a9687-849c-4f30-bba0-0e89904162fd	Glioma	Glioma	PathAnnotationObject	Polygon	611.97	1314	54.5	27.0031	0.9392	9.1302	7.3501	0.5978	7.6802	1705.0093	2.3286	14.9421	2.8036	12.1386	0	0	0	0	0	0	0.0141	3.1238	0.0863	0.9081	0	0.9081	0.0689	15.3001	0.4113	3.5988	0	3.5988	1.9163	425.4141	0.5044	3.5649	1.0827	2.4822	1.5779	350.3024	0.3591	2.6038	0.8138	1.79	20.3476	4517.1567	3.4149	28.0092	13.3114	14.6979	0.5073	112.6127	0.4031	2.011	0	2.011	0.5331	118.3574	0.1273	0.8373	0.3277	0.5096	11.5715	2568.8687	1.8256	16.7245	7.9752	8.7494	126	40.6849	0.9566	13.6231	11.89	0.4235	3.6229	3.9687	14.9421	0	0.027	0.1685	2.2214	0	0.1354	0.2049	0.9081	0	1.0525	1.5836	7.1837	0	1.8165	0.5065	3.5649	0.7308	1.6803	0.4588	3.4488	0.7048	16.6049	5.0804	28.0092	6.9095	0.3623	0.3589	2.011	0	0.6273	0.1476	0.9752	0.3277	11.4703	2.365	16.7245	5.62	0.4401	0.8804	4.5046	0	0.0481	0.223	2.2214	0	0.2305	0.2204	0.8506	0	1.8241	1.7293	7.1837	0	1.7383	0.4952	3.5524	0.7308	1.7606	0.5103	3.4488	0.7048	13.669	4.1609	24.3161	6.9095	0.2487	0.2709	1.3283	0	0.7012	0.1174	0.9752	0.3577	11.391	2.7147	16.5582	5.62	0.4339	0.01	11.2713	25.9698	29.6152	22.8236	22.0325	63.1272	4	18.2934	14.8909	32.115	11.2768	129.0513	177.9466
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	88ac6ead-cc73-4c33-b361-3ae40494b27b	Endothelial	Endothelial	PathAnnotationObject	Polygon	801.7	1316	37.5	30.5465	0.505	11.9177	5.2313	0.9138	6.0921	919.9088	1.8109	9.4724	1.9569	7.5155	0.0926	13.9886	0.1939	0.7795	0	0.7795	1.8895	285.3072	1.2094	5.6386	0.322	5.3166	2.2124	334.0699	1.7092	6.5997	0	6.5997	1.5951	240.8533	0.6875	3.4845	0.4152	3.0693	4.3075	650.4357	4.5501	19.873	0.3513	19.5217	2.0749	313.3089	1.2244	5.293	0.386	4.9069	9.1928	1388.1177	3.1077	15.9184	2.7006	13.2178	0.3747	56.5764	0.1472	0.7988	0.0938	0.705	11.4592	1730.3429	3.1726	18.0862	4.5325	13.5537	109	42.5074	0.7581	15.6442	9.3609	0.8139	2.6681	2.8411	9.4724	0	0.2252	0.3786	2.1457	0	1.7571	1.4579	7.1705	0.0324	1.9428	2.3243	11.428	0	1.5603	0.8561	4.3439	0.2057	4.8669	5.4338	26.9945	0.1333	2.3398	1.7711	7.1893	0.1731	7.4596	4.4082	16.8307	0.3538	0.3419	0.1504	0.7988	0.0848	10.2225	4.4915	21.3928	1.8352	0.8541	1.0466	4.4996	0	0.2955	0.4306	2.1457	0	1.687	1.5712	7.1705	0.0324	1.7999	2.5832	11.428	0	1.5419	0.9337	4.3439	0.2057	5.1633	5.834	26.9945	0.1333	2.4802	1.9888	7.1893	0.1731	6.5413	4.7138	16.8307	0.3538	0.3245	0.1494	0.6888	0.0848	9.5673	4.9335	21.3928	1.8352	0.3362	13.1491	14.8436	0	31.0233	16.1787	9.8526	27.6501	5	14.8746	14.8394	20.3602	9.8441	93.7869	144.4277
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	2c183db7-67db-4da4-972b-1f444d669fe5	Glioma	Glioma	PathAnnotationObject	Polygon	1042.5	1315	36.75	24.3048	0.7818	9.1308	5.7875	0.6965	7.4585	1118.7809	1.8533	12.019	2.2493	9.7697	0	0	0	0	0	0	0.0026	0.3917	0.0198	0.2162	0	0.2162	1.8894	283.406	1.1506	4.8156	0	4.8156	1.4293	214.399	0.3558	2.8584	0.7267	2.1317	1.9188	287.8167	0.4165	2.7759	1.0689	1.707	15.8557	2378.3538	3.0659	27.2873	9.2886	17.9988	0.3492	52.3858	0.2272	0.986	0	0.986	0.5826	87.3943	0.1148	0.9009	0.3677	0.5332	13.204	1980.5996	1.7458	17.2865	9.5946	7.6919	88.25	35.2054	0.8948	12.8492	9.8972	0.614	3.781	3.6513	12.019	0	0.0319	0.1955	1.8275	0	0.0217	0.0648	0.4206	0	1.9601	1.2011	4.9723	0	1.4313	0.3797	2.8584	0.7267	2.0002	0.4669	3.1694	0.9408	14.6371	3.9379	27.7784	7.4438	0.311	0.2208	0.9998	0	0.6394	0.126	0.9816	0.3677	12.6538	2.173	18.1515	7.7555	1.1033	1.8679	6.9672	0	0.0551	0.2548	1.8275	0	0.0356	0.0808	0.4206	0	2.0116	1.2368	4.9723	0	1.4328	0.3971	2.841	0.7729	2.0596	0.493	3.1694	0.9408	13.7497	4.2595	27.7784	7.4438	0.2832	0.2123	0.9998	0	0.6807	0.1177	0.9816	0.4128	12.2531	2.3621	18.1515	7.7555	0.4088	0	96.7323	67.7286	33.6587	15.015	91.4525	81.0003	6	17.9809	16.5853	25.9899	9.1334	121.3834	209.7539
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	58f2aaf9-7d43-46b7-a158-f8500f02701e	Astrocyte	Astrocyte	PathAnnotationObject	Polygon	572.67	1314.9	34	21.0191	0.9671	7.3598	5.7888	0.6074	12.597	1750.9863	4.0314	23.9233	5.0531	18.8701	0	0	0	0	0	0	0.0261	3.6261	0.0833	0.491	0	0.491	5.9971	833.5938	1.3677	9.1734	3.1599	6.0135	1.8054	250.9518	0.3058	2.8427	0.8001	2.0426	2.0701	287.7446	0.3388	2.826	1.253	1.573	13.872	1928.2086	1.0652	16.5288	11.2175	5.3114	0.1352	18.7879	0.1318	0.5704	0	0.5704	1.2507	173.841	0.0831	1.4482	1.0184	0.4298	16.4534	2287.019	1.4585	20.4217	13.1789	7.2428	93.75	34.5825	0.9851	11.7157	10	0.4986	5.0983	6.3311	23.9233	0	0.0131	0.086	0.9229	0	0.1717	0.2155	0.943	0	5.35	1.952	9.4469	0	1.7742	0.3324	2.8427	0.8001	2.1838	0.3805	3.1961	1.253	13.4476	1.4918	16.7716	9.2251	0.1237	0.1385	0.7885	0	1.0676	0.2149	1.4729	0.6393	14.2573	3.0596	20.4836	7.1222	0.7188	1.3738	6.755	0	0.0207	0.1076	0.9229	0	0.2567	0.2235	0.943	0	4.9722	2.1371	9.4469	0	1.756	0.3463	2.7982	1.0143	2.2502	0.3884	3.1961	1.2713	13.1998	1.6439	16.7716	9.2251	0.1169	0.1421	0.7885	0	0.9606	0.1952	1.4729	0.6393	12.9748	3.022	20.4836	7.1222	0.3624	18.1571	29.1613	24.5626	0	9.8949	17.1292	25.8359	7	16.3634	17.4927	18.1578	9.8973	96.2737	145.1201
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	441b3eea-43cc-4175-9b54-5252b8bf388b	Glioma	Glioma	PathAnnotationObject	Polygon	952.01	1314.9	33	20.4244	0.9941	6.8073	6.001	0.3982	12.1447	1615.2462	4.4641	24.4371	4.986	19.4511	0.0036	0.4801	0.0285	0.3019	0	0.3019	0.0004	0.0592	0.0039	0.0422	0	0.0422	1.322	175.8311	1.1329	5.0361	0	5.0361	1.6671	221.7243	0.3297	2.5081	0.7207	1.7875	1.9457	258.7757	0.3788	3.024	1.1699	1.8541	16.4483	2187.6284	1.4237	20.2672	10.6837	9.5836	0.6094	81.0527	0.335	1.5052	0	1.5052	0.6812	90.6036	0.1347	0.9622	0.4806	0.4816	15.3658	2043.6542	1.3048	19.3695	12.4782	6.8914	92	34.2234	0.9871	11.4565	10.4736	0.3218	4.8551	6.1888	24.4371	0	0.0276	0.1737	1.518	0	0.0069	0.0312	0.2503	0	2.023	1.263	6.3822	0	1.4514	0.3686	2.5081	0.6989	1.93	0.3632	3.1032	1.1699	14.1	2.7702	20.2672	8.5374	0.467	0.3196	1.5052	0	0.7053	0.1077	0.9622	0.4806	13.6533	2.2878	20.5401	9.5765	0.7469	1.327	5.2352	0	0.0411	0.2152	1.518	0	0.0106	0.0384	0.2503	0	2.4181	1.1585	6.3822	0.1776	1.3299	0.3325	2.4261	0.6989	1.9212	0.3545	3.1032	1.2409	12.7765	2.4492	18.5816	8.5374	0.3868	0.2811	1.4355	0	0.7189	0.0864	0.9497	0.5529	12.6882	2.1552	20.5401	9.5765	0.3575	0	66.369	49.1763	57.3081	13.0372	36.0957	31.9813	7	15.2269	16.2722	17.4087	11.726	84.6552	145.0754
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	ba584a7c-7a45-4c0d-a07e-103c73179995	TAMM	TAMM	PathAnnotationObject	Polygon	589.76	1313.8	11.25	12.6518	0.8832	4.573	3.3729	0.6775	2.6382	131.9076	1.0098	5.2291	0.8081	4.421	3.2611	163.0551	2.2576	7.9595	0.1995	7.76	0	0.0005	0.0001	0.0005	0	0.0005	8.5711	428.5561	2.871	16.503	2.6486	13.8544	1.5763	78.817	0.7459	2.727	0	2.727	1.533	76.6488	0.3864	2.1836	0.7856	1.398	8.0393	401.9665	1.4649	13.2909	6.2686	7.0223	0.5847	29.2369	0.4891	2.6724	0.0187	2.6537	0.561	28.0523	0.0837	0.74	0.3588	0.3812	22.3128	1115.6418	1.5339	25.4814	17.3837	8.0977	46.75	25.4387	0.9078	9.1294	6.4929	0.6754	0.799	1.2605	5.2291	0	3.9861	3.3439	12.6638	0	0.0154	0.0742	0.5967	0	9.8008	4.1133	22.2256	2.6486	1.0908	0.7695	2.727	0	1.7053	0.4512	3.0016	0.6342	8.2866	1.9516	17.1447	4.7373	0.7294	1.0807	5.2953	0	0.581	0.1221	0.8757	0.3135	19.7857	3.6967	27.277	10.2856	0.1326	0.3494	1.9622	0	4.2488	3.6302	12.6638	0	0.021	0.086	0.5967	0	10.2463	4.4039	22.2256	2.7269	0.9149	0.7014	2.5234	0	1.7678	0.4579	3.0016	0.6342	8.3762	2.0978	17.1447	4.7373	0.7818	1.224	5.2953	0	0.5882	0.1329	0.8757	0.3135	18.87	3.8257	27.277	10.2856	0.245	16.2285	12.5773	16.203	17.1292	5.4103	0	41.6781	5	13.1303	14.3205	17.1234	5.4033	74.0384	112.9307
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	e1c0d085-18e5-4a9b-887a-4843e990b471	Negative	Negative	PathAnnotationObject	Polygon	915.89	1318.2	46	31.3061	0.5898	11.3199	6.3562	0.893	5.6235	1034.72	2.3202	13.7367	1.6334	12.1033	0.006	1.1095	0.043	0.5348	0	0.5348	0.0986	18.1351	0.1529	0.9025	0	0.9025	1.3226	243.3667	1.101	4.6689	0	4.6689	1.6072	295.7231	0.4216	3.3644	0.5515	2.8129	1.3554	249.4019	0.3542	2.3411	0.5007	1.8404	12.4213	2285.5205	2.5692	18.2793	4.0181	14.2612	0.072	13.2559	0.1207	0.9388	0	0.9388	0.6137	112.9173	0.1322	0.8649	0.1907	0.6743	11.5934	2133.1858	2.3265	20.3932	6.0976	14.2956	130.5	44.3188	0.8349	15.8109	10.931	0.7744	2.3795	2.8809	13.7367	0	0.1369	0.4926	4.1147	0	0.1996	0.2059	0.9025	0	1.3873	1.0875	4.6689	0	1.5213	0.4151	3.3644	0.3826	1.3362	0.4094	2.3411	0.1116	10.9562	2.9129	18.2793	2.2037	0.0676	0.117	0.9388	0	0.611	0.1529	0.8798	0.1551	10.791	2.7722	22.4824	2.9306	0.6084	1.0019	5.0946	0	0.2083	0.6	4.1147	0	0.2547	0.2104	0.9012	0	1.4226	1.0801	4.6021	0	1.4744	0.4045	2.8009	0.3826	1.3258	0.4367	2.3036	0.1116	10.1563	2.7784	16.7987	2.2037	0.0651	0.115	0.9079	0	0.6096	0.1632	0.8798	0.1551	10.3528	2.8984	22.4824	2.9306	0.359	18.0687	40.7732	58.7173	23.9156	0	49.2	59.8597	9	25.4303	25.1361	35.5494	14.5169	208.9944	382.7381
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	addb50ef-6efd-49a8-8b30-ab9dd00ac24c	Glioma	Glioma	PathAnnotationObject	Polygon	781.24	1318	113.5	41.8766	0.8133	15.8055	10.464	0.7534	5.2858	2420.8889	1.8373	13.3238	2.1073	11.2165	0	0	0	0	0	0	0.0103	4.7322	0.0601	0.7111	0	0.7111	0	0	0	0	0	0	1.2632	578.5469	0.4628	2.7049	0.4843	2.2206	1.14	522.0989	0.3053	2.2231	0.207	2.0162	18.4343	8442.9062	3.9527	30.5311	9.2902	21.2409	0.4184	191.6414	0.3393	1.5727	0	1.5727	0.3104	142.143	0.1372	0.777	0.0965	0.6805	10.0478	4601.8848	1.8828	15.9451	6.0056	9.9395	213.25	54.8491	0.8908	20.3573	14.5869	0.7023	3.2887	2.6927	13.3238	0	0	0	0	0	0.0868	0.22	1.4556	0	0.0669	0.4166	4.4723	0	1.5343	0.5542	3.0933	0.4843	1.2228	0.3245	2.3822	0.207	18.7771	4.1497	30.5311	7.2462	0.4415	0.3646	1.8862	0	0.416	0.1877	0.9371	0.0965	10.6528	2.1246	17.0838	6.0056	0.9847	1.3438	4.9723	0	0	0	0	0	0.1751	0.2927	1.4556	0	0.144	0.6026	4.4723	0	1.847	0.4819	3.0933	0.7041	1.3183	0.32	2.3822	0.5895	19.1726	4.3375	28.9268	7.2462	0.468	0.3906	1.8862	0	0.5378	0.1628	0.9371	0.2071	11.3507	2.1752	17.0838	6.1355	0.5343	0	23.5635	20.3645	12.2094	18.9619	18.4722	28.1293	7	18.6907	18.962	28.7623	12.2077	129.3119	223.3877
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	ec9e1404-ef5d-4435-b20e-5b797580f272	Astrocyte	Astrocyte	PathAnnotationObject	Polygon	768.82	1316.6	35.75	22.0012	0.9281	7.5538	6.4776	0.498	11.5633	1688.2438	4.1389	23.5271	4.4177	19.1093	0	0	0	0	0	0	0.0506	7.3924	0.1514	0.8611	0	0.8611	1.5379	224.5388	1.0928	3.7051	0	3.7051	1.6267	237.5016	0.3564	2.7684	0.8634	1.9049	1.3808	201.5898	0.3141	2.0882	0.6296	1.4586	13.517	1973.4772	1.7732	19.817	10.2427	9.5742	0.1933	28.2236	0.1925	0.8901	0	0.8901	0.6959	101.6049	0.0995	0.9963	0.5164	0.4798	13.3403	1947.6893	1.4095	17.2286	10.0762	7.1524	96	35.6425	0.9496	12.0947	10.4169	0.4418	5.2195	5.7968	23.5271	0	0.0356	0.1944	1.5952	0	0.1544	0.238	1.3177	0	1.6445	1.1721	4.4628	0	1.7148	0.4149	3.0265	0.8634	1.4218	0.3863	2.7716	0.3404	13.7272	3.3589	24.3334	6.7406	0.1841	0.2115	1.1806	0	0.7057	0.1231	0.9963	0.3753	12.4779	1.7556	17.2286	7.002	1.3278	1.9549	7.7351	0	0.0574	0.2445	1.5952	0	0.218	0.2585	1.3177	0	1.7099	1.2158	4.4628	0	1.7688	0.4391	3.0265	0.8921	1.447	0.4232	2.7716	0.3404	13.8562	4.0329	24.3334	6.7406	0.1784	0.2227	1.1806	0	0.7118	0.1355	0.993	0.3753	11.9489	1.7395	16.4574	7.002	0.377	12.2083	28.4613	32.4169	0.01	27.2032	16.47	32.745	6	19.8195	17.6559	31.4679	12.2077	152.4959	287.4194
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	c013f90e-e323-4571-9928-05d867b266a2	Glioma	Glioma	PathAnnotationObject	Polygon	726.35	1318.5	37.25	28.2088	0.5883	9.8657	5.6642	0.866	3.1324	466.7331	1.1131	6.2	0.4405	5.7596	0.4942	73.6333	1.1819	5.8723	0	5.8723	0.1354	20.181	0.2113	1.0025	0	1.0025	3.9739	592.1054	2.6064	9.553	0	9.553	2.2569	336.2752	0.4274	3.2812	1.2094	2.0718	1.7671	263.2929	0.3179	2.6265	0.762	1.8645	17.9677	2677.1821	1.6017	21.5469	13.0788	8.468	0.1307	19.4814	0.1906	0.8897	0	0.8897	0.5712	85.1129	0.0847	0.7619	0.3742	0.3877	18.1571	2705.4136	6.3115	31.2766	9.8611	21.4155	113.5	40.8403	0.8551	14.3486	10.1504	0.7373	1.1374	1.566	6.2	0	0.5189	1.367	9.2437	0	0.2342	0.2776	1.3699	0	3.5998	2.7007	12.4403	0	2.0193	0.5264	3.4599	0.34	1.7227	0.364	3.2329	0.6426	15.9134	3.2076	22.5127	8.3468	0.1687	0.2383	1.3974	0	0.6143	0.1041	0.8214	0.3742	15.693	5.717	31.8404	8.4254	0.1628	0.3839	2.1014	0	0.5309	1.4505	9.2437	0	0.2824	0.2932	1.3699	0	3.417	2.7312	12.4403	0	1.9033	0.5319	3.4599	0.34	1.701	0.3831	3.2329	0.6426	14.9098	3.3172	22.5127	8.3468	0.1873	0.2567	1.3974	0	0.6353	0.1063	0.8214	0.3757	14.4892	4.988	31.8404	8.4254	0.3233	0.01	61.369	43.5717	12.4679	13.1826	45.3706	45.8857	5	16.4623	14.3637	24.5605	12.4674	121.9558	201.0948
